Country or Area,Element Code,Element,Year,Unit,Value,Value Footnotes
Afghanistan,31,Area Harvested,2007,Ha,3400,F 
Afghanistan,31,Area Harvested,2006,Ha,8030,
Afghanistan,31,Area Harvested,2005,Ha,5200,F 
Afghanistan,31,Area Harvested,2004,Ha,5200,F 
Afghanistan,31,Area Harvested,2003,Ha,7007,
Afghanistan,31,Area Harvested,2002,Ha,5200,F 
Afghanistan,31,Area Harvested,2001,Ha,5200,F 
Afghanistan,31,Area Harvested,2000,Ha,5150,F 
Afghanistan,31,Area Harvested,1999,Ha,5150,F 
Afghanistan,31,Area Harvested,1998,Ha,5150,F 
Afghanistan,31,Area Harvested,1997,Ha,5150,F 
Afghanistan,31,Area Harvested,1996,Ha,5150,F 
Afghanistan,31,Area Harvested,1995,Ha,5150,F 
Afghanistan,31,Area Harvested,1994,Ha,5100,F 
Afghanistan,31,Area Harvested,1993,Ha,5100,F 
Afghanistan,31,Area Harvested,1992,Ha,5060,F 
Afghanistan,31,Area Harvested,1991,Ha,5060,F 
Afghanistan,31,Area Harvested,1990,Ha,5060,F 
Afghanistan,31,Area Harvested,1989,Ha,5060,F 
Afghanistan,31,Area Harvested,1988,Ha,5050,F 
Afghanistan,31,Area Harvested,1987,Ha,4830,F 
Afghanistan,31,Area Harvested,1986,Ha,5610,F 
Afghanistan,31,Area Harvested,1985,Ha,5750,F 
Afghanistan,31,Area Harvested,1984,Ha,5920,F 
Afghanistan,31,Area Harvested,1983,Ha,6170,F 
Afghanistan,31,Area Harvested,1982,Ha,6410,F 
Afghanistan,31,Area Harvested,1981,Ha,6680,F 
Afghanistan,31,Area Harvested,1980,Ha,6820,F 
Afghanistan,31,Area Harvested,1979,Ha,6810,F 
Afghanistan,31,Area Harvested,1978,Ha,7050,F 
Afghanistan,31,Area Harvested,1977,Ha,7100,F 
Afghanistan,31,Area Harvested,1976,Ha,7080,F 
Afghanistan,31,Area Harvested,1975,Ha,7080,F 
Afghanistan,31,Area Harvested,1974,Ha,7070,F 
Afghanistan,31,Area Harvested,1973,Ha,6950,F 
Afghanistan,31,Area Harvested,1972,Ha,6810,F 
Afghanistan,31,Area Harvested,1971,Ha,6630,F 
Afghanistan,31,Area Harvested,1970,Ha,6630,F 
Afghanistan,31,Area Harvested,1969,Ha,6590,F 
Afghanistan,31,Area Harvested,1968,Ha,6480,F 
Afghanistan,31,Area Harvested,1967,Ha,6620,F 
Afghanistan,31,Area Harvested,1966,Ha,5930,F 
Afghanistan,31,Area Harvested,1965,Ha,5370,F 
Afghanistan,31,Area Harvested,1964,Ha,5100,F 
Afghanistan,31,Area Harvested,1963,Ha,4820,F 
Afghanistan,31,Area Harvested,1962,Ha,4820,F 
Afghanistan,31,Area Harvested,1961,Ha,4820,F 
Afghanistan,41,Yield,2007,Hg/Ha,72891,Fc
Afghanistan,41,Yield,2006,Hg/Ha,26920,Fc
Afghanistan,41,Yield,2005,Hg/Ha,73076,Fc
Afghanistan,41,Yield,2004,Hg/Ha,73076,Fc
Afghanistan,41,Yield,2003,Hg/Ha,54231,Fc
Afghanistan,41,Yield,2002,Hg/Ha,73076,Fc
Afghanistan,41,Yield,2001,Hg/Ha,73076,Fc
Afghanistan,41,Yield,2000,Hg/Ha,72815,Fc
Afghanistan,41,Yield,1999,Hg/Ha,72815,Fc
Afghanistan,41,Yield,1998,Hg/Ha,72815,Fc
Afghanistan,41,Yield,1997,Hg/Ha,72815,Fc
Afghanistan,41,Yield,1996,Hg/Ha,72815,Fc
Afghanistan,41,Yield,1995,Hg/Ha,72815,Fc
Afghanistan,41,Yield,1994,Hg/Ha,72549,Fc
Afghanistan,41,Yield,1993,Hg/Ha,72549,Fc
Afghanistan,41,Yield,1992,Hg/Ha,72529,Fc
Afghanistan,41,Yield,1991,Hg/Ha,71343,Fc
Afghanistan,41,Yield,1990,Hg/Ha,71343,Fc
Afghanistan,41,Yield,1989,Hg/Ha,71343,Fc
Afghanistan,41,Yield,1988,Hg/Ha,71089,Fc
Afghanistan,41,Yield,1987,Hg/Ha,73084,Fc
Afghanistan,41,Yield,1986,Hg/Ha,73618,Fc
Afghanistan,41,Yield,1985,Hg/Ha,70782,Fc
Afghanistan,41,Yield,1984,Hg/Ha,71790,Fc
Afghanistan,41,Yield,1983,Hg/Ha,71799,Fc
Afghanistan,41,Yield,1982,Hg/Ha,70826,Fc
Afghanistan,41,Yield,1981,Hg/Ha,70508,Fc
Afghanistan,41,Yield,1980,Hg/Ha,69648,Fc
Afghanistan,41,Yield,1979,Hg/Ha,67547,Fc
Afghanistan,41,Yield,1978,Hg/Ha,68510,Fc
Afghanistan,41,Yield,1977,Hg/Ha,46619,Fc
Afghanistan,41,Yield,1976,Hg/Ha,78672,Fc
Afghanistan,41,Yield,1975,Hg/Ha,84039,Fc
Afghanistan,41,Yield,1974,Hg/Ha,83734,Fc
Afghanistan,41,Yield,1973,Hg/Ha,84604,Fc
Afghanistan,41,Yield,1972,Hg/Ha,82966,Fc
Afghanistan,41,Yield,1971,Hg/Ha,68929,Fc
Afghanistan,41,Yield,1970,Hg/Ha,87631,Fc
Afghanistan,41,Yield,1969,Hg/Ha,91047,Fc
Afghanistan,41,Yield,1968,Hg/Ha,91666,Fc
Afghanistan,41,Yield,1967,Hg/Ha,88670,Fc
Afghanistan,41,Yield,1966,Hg/Ha,81618,Fc
Afghanistan,41,Yield,1965,Hg/Ha,80819,Fc
Afghanistan,41,Yield,1964,Hg/Ha,76862,Fc
Afghanistan,41,Yield,1963,Hg/Ha,66390,Fc
Afghanistan,41,Yield,1962,Hg/Ha,66390,Fc
Afghanistan,41,Yield,1961,Hg/Ha,66390,Fc
Afghanistan,51,Production Quantity,2007,tonnes,24783,
Afghanistan,51,Production Quantity,2006,tonnes,21617,
Afghanistan,51,Production Quantity,2005,tonnes,38000,F 
Afghanistan,51,Production Quantity,2004,tonnes,38000,F 
Afghanistan,51,Production Quantity,2003,tonnes,38000,F 
Afghanistan,51,Production Quantity,2002,tonnes,38000,F 
Afghanistan,51,Production Quantity,2001,tonnes,38000,F 
Afghanistan,51,Production Quantity,2000,tonnes,37500,F 
Afghanistan,51,Production Quantity,1999,tonnes,37500,F 
Afghanistan,51,Production Quantity,1998,tonnes,37500,F 
Afghanistan,51,Production Quantity,1997,tonnes,37500,F 
Afghanistan,51,Production Quantity,1996,tonnes,37500,F 
Afghanistan,51,Production Quantity,1995,tonnes,37500,F 
Afghanistan,51,Production Quantity,1994,tonnes,37000,F 
Afghanistan,51,Production Quantity,1993,tonnes,37000,F 
Afghanistan,51,Production Quantity,1992,tonnes,36700,F 
Afghanistan,51,Production Quantity,1991,tonnes,36100,F 
Afghanistan,51,Production Quantity,1990,tonnes,36100,F 
Afghanistan,51,Production Quantity,1989,tonnes,36100,F 
Afghanistan,51,Production Quantity,1988,tonnes,35900,F 
Afghanistan,51,Production Quantity,1987,tonnes,35300,F 
Afghanistan,51,Production Quantity,1986,tonnes,41300,F 
Afghanistan,51,Production Quantity,1985,tonnes,40700,F 
Afghanistan,51,Production Quantity,1984,tonnes,42500,F 
Afghanistan,51,Production Quantity,1983,tonnes,44300,F 
Afghanistan,51,Production Quantity,1982,tonnes,45400,F 
Afghanistan,51,Production Quantity,1981,tonnes,47100,F 
Afghanistan,51,Production Quantity,1980,tonnes,47500,F 
Afghanistan,51,Production Quantity,1979,tonnes,46000,F 
Afghanistan,51,Production Quantity,1978,tonnes,48300,F 
Afghanistan,51,Production Quantity,1977,tonnes,33100,F 
Afghanistan,51,Production Quantity,1976,tonnes,55700,F 
Afghanistan,51,Production Quantity,1975,tonnes,59500,F 
Afghanistan,51,Production Quantity,1974,tonnes,59200,F 
Afghanistan,51,Production Quantity,1973,tonnes,58800,F 
Afghanistan,51,Production Quantity,1972,tonnes,56500,F 
Afghanistan,51,Production Quantity,1971,tonnes,45700,F 
Afghanistan,51,Production Quantity,1970,tonnes,58100,F 
Afghanistan,51,Production Quantity,1969,tonnes,60000,F 
Afghanistan,51,Production Quantity,1968,tonnes,59400,F 
Afghanistan,51,Production Quantity,1967,tonnes,58700,F 
Afghanistan,51,Production Quantity,1966,tonnes,48400,F 
Afghanistan,51,Production Quantity,1965,tonnes,43400,F 
Afghanistan,51,Production Quantity,1964,tonnes,39200,F 
Afghanistan,51,Production Quantity,1963,tonnes,32000,F 
Afghanistan,51,Production Quantity,1962,tonnes,32000,F 
Afghanistan,51,Production Quantity,1961,tonnes,32000,
Albania,31,Area Harvested,2007,Ha,400,F 
Albania,31,Area Harvested,2006,Ha,380,F 
Albania,31,Area Harvested,2005,Ha,400,F 
Albania,31,Area Harvested,2004,Ha,350,F 
Albania,31,Area Harvested,2003,Ha,400,F 
Albania,31,Area Harvested,2002,Ha,400,F 
Albania,31,Area Harvested,2001,Ha,400,F 
Albania,31,Area Harvested,2000,Ha,400,F 
Albania,31,Area Harvested,1999,Ha,400,
Albania,31,Area Harvested,1998,Ha,400,
Albania,31,Area Harvested,1997,Ha,400,F 
Albania,31,Area Harvested,1996,Ha,400,F 
Albania,31,Area Harvested,1995,Ha,400,F 
Albania,31,Area Harvested,1994,Ha,400,F 
Albania,31,Area Harvested,1993,Ha,400,F 
Albania,31,Area Harvested,1992,Ha,400,F 
Albania,31,Area Harvested,1991,Ha,400,F 
Albania,31,Area Harvested,1990,Ha,530,F 
Albania,31,Area Harvested,1989,Ha,530,F 
Albania,31,Area Harvested,1988,Ha,530,F 
Albania,31,Area Harvested,1987,Ha,530,F 
Albania,31,Area Harvested,1986,Ha,530,F 
Albania,31,Area Harvested,1985,Ha,530,F 
Albania,31,Area Harvested,1984,Ha,0,NR
Albania,31,Area Harvested,1983,Ha,0,NR
Albania,31,Area Harvested,1982,Ha,0,NR
Albania,31,Area Harvested,1981,Ha,0,NR
Albania,31,Area Harvested,1980,Ha,0,NR
Albania,31,Area Harvested,1979,Ha,0,NR
Albania,31,Area Harvested,1978,Ha,0,NR
Albania,31,Area Harvested,1977,Ha,0,NR
Albania,31,Area Harvested,1976,Ha,0,NR
Albania,31,Area Harvested,1975,Ha,0,NR
Albania,31,Area Harvested,1974,Ha,0,NR
Albania,31,Area Harvested,1973,Ha,0,NR
Albania,31,Area Harvested,1972,Ha,0,NR
Albania,31,Area Harvested,1971,Ha,0,NR
Albania,31,Area Harvested,1970,Ha,0,NR
Albania,31,Area Harvested,1969,Ha,0,NR
Albania,31,Area Harvested,1968,Ha,0,NR
Albania,31,Area Harvested,1967,Ha,0,NR
Albania,31,Area Harvested,1966,Ha,0,NR
Albania,31,Area Harvested,1965,Ha,0,NR
Albania,31,Area Harvested,1964,Ha,0,NR
Albania,31,Area Harvested,1963,Ha,0,NR
Albania,31,Area Harvested,1962,Ha,0,NR
Albania,31,Area Harvested,1961,Ha,0,NR
Albania,41,Yield,2007,Hg/Ha,50000,Fc
Albania,41,Yield,2006,Hg/Ha,50000,Fc
Albania,41,Yield,2005,Hg/Ha,50000,Fc
Albania,41,Yield,2004,Hg/Ha,51428,Fc
Albania,41,Yield,2003,Hg/Ha,55000,Fc
Albania,41,Yield,2002,Hg/Ha,50000,Fc
Albania,41,Yield,2001,Hg/Ha,39525,Fc
Albania,41,Yield,2000,Hg/Ha,16750,Fc
Albania,41,Yield,1999,Hg/Ha,10000,Fc
Albania,41,Yield,1998,Hg/Ha,10000,Fc
Albania,41,Yield,1997,Hg/Ha,10000,Fc
Albania,41,Yield,1996,Hg/Ha,8500,Fc
Albania,41,Yield,1995,Hg/Ha,15000,Fc
Albania,41,Yield,1994,Hg/Ha,25000,Fc
Albania,41,Yield,1993,Hg/Ha,27500,Fc
Albania,41,Yield,1992,Hg/Ha,30000,Fc
Albania,41,Yield,1991,Hg/Ha,30000,Fc
Albania,41,Yield,1990,Hg/Ha,32075,Fc
Albania,41,Yield,1989,Hg/Ha,30188,Fc
Albania,41,Yield,1988,Hg/Ha,24528,Fc
Albania,41,Yield,1987,Hg/Ha,24528,Fc
Albania,41,Yield,1986,Hg/Ha,30188,Fc
Albania,41,Yield,1985,Hg/Ha,18867,Fc
Albania,41,Yield,1984,Hg/Ha,0,NR
Albania,41,Yield,1983,Hg/Ha,0,NR
Albania,41,Yield,1982,Hg/Ha,0,NR
Albania,41,Yield,1981,Hg/Ha,0,NR
Albania,41,Yield,1980,Hg/Ha,0,NR
Albania,41,Yield,1979,Hg/Ha,0,NR
Albania,41,Yield,1978,Hg/Ha,0,NR
Albania,41,Yield,1977,Hg/Ha,0,NR
Albania,41,Yield,1976,Hg/Ha,0,NR
Albania,41,Yield,1975,Hg/Ha,0,NR
Albania,41,Yield,1974,Hg/Ha,0,NR
Albania,41,Yield,1973,Hg/Ha,0,NR
Albania,41,Yield,1972,Hg/Ha,0,NR
Albania,41,Yield,1971,Hg/Ha,0,NR
Albania,41,Yield,1970,Hg/Ha,0,NR
Albania,41,Yield,1969,Hg/Ha,0,NR
Albania,41,Yield,1968,Hg/Ha,0,NR
Albania,41,Yield,1967,Hg/Ha,0,NR
Albania,41,Yield,1966,Hg/Ha,0,NR
Albania,41,Yield,1965,Hg/Ha,0,NR
Albania,41,Yield,1964,Hg/Ha,0,NR
Albania,41,Yield,1963,Hg/Ha,0,NR
Albania,41,Yield,1962,Hg/Ha,0,NR
Albania,41,Yield,1961,Hg/Ha,0,NR
Albania,51,Production Quantity,2007,tonnes,2000,
Albania,51,Production Quantity,2006,tonnes,1900,
Albania,51,Production Quantity,2005,tonnes,2000,F 
Albania,51,Production Quantity,2004,tonnes,1800,F 
Albania,51,Production Quantity,2003,tonnes,2200,F 
Albania,51,Production Quantity,2002,tonnes,2000,F 
Albania,51,Production Quantity,2001,tonnes,1581,
Albania,51,Production Quantity,2000,tonnes,670,
Albania,51,Production Quantity,1999,tonnes,400,
Albania,51,Production Quantity,1998,tonnes,400,
Albania,51,Production Quantity,1997,tonnes,400,
Albania,51,Production Quantity,1996,tonnes,340,
Albania,51,Production Quantity,1995,tonnes,600,F 
Albania,51,Production Quantity,1994,tonnes,1000,F 
Albania,51,Production Quantity,1993,tonnes,1100,F 
Albania,51,Production Quantity,1992,tonnes,1200,F 
Albania,51,Production Quantity,1991,tonnes,1200,F 
Albania,51,Production Quantity,1990,tonnes,1700,F 
Albania,51,Production Quantity,1989,tonnes,1600,F 
Albania,51,Production Quantity,1988,tonnes,1300,F 
Albania,51,Production Quantity,1987,tonnes,1300,F 
Albania,51,Production Quantity,1986,tonnes,1600,F 
Albania,51,Production Quantity,1985,tonnes,1000,F 
Albania,51,Production Quantity,1984,tonnes,1000,F 
Albania,51,Production Quantity,1983,tonnes,1100,F 
Albania,51,Production Quantity,1982,tonnes,1100,F 
Albania,51,Production Quantity,1981,tonnes,1200,F 
Albania,51,Production Quantity,1980,tonnes,1100,
Albania,51,Production Quantity,1979,tonnes,1500,F 
Albania,51,Production Quantity,1978,tonnes,1500,F 
Albania,51,Production Quantity,1977,tonnes,1200,F 
Albania,51,Production Quantity,1976,tonnes,1200,F 
Albania,51,Production Quantity,1975,tonnes,1000,F 
Albania,51,Production Quantity,1974,tonnes,1000,F 
Albania,51,Production Quantity,1973,tonnes,900,F 
Albania,51,Production Quantity,1972,tonnes,900,F 
Albania,51,Production Quantity,1971,tonnes,900,F 
Albania,51,Production Quantity,1970,tonnes,900,F 
Albania,51,Production Quantity,1969,tonnes,700,F 
Albania,51,Production Quantity,1968,tonnes,600,F 
Albania,51,Production Quantity,1967,tonnes,500,F 
Albania,51,Production Quantity,1966,tonnes,600,F 
Albania,51,Production Quantity,1965,tonnes,600,F 
Albania,51,Production Quantity,1964,tonnes,600,F 
Albania,51,Production Quantity,1963,tonnes,600,F 
Albania,51,Production Quantity,1962,tonnes,700,F 
Albania,51,Production Quantity,1961,tonnes,900,F 
Algeria,31,Area Harvested,2007,Ha,31085,
Algeria,31,Area Harvested,2006,Ha,27362,
Algeria,31,Area Harvested,2005,Ha,22888,
Algeria,31,Area Harvested,2004,Ha,19375,
Algeria,31,Area Harvested,2003,Ha,16330,
Algeria,31,Area Harvested,2002,Ha,14660,
Algeria,31,Area Harvested,2001,Ha,13530,
Algeria,31,Area Harvested,2000,Ha,13390,
Algeria,31,Area Harvested,1999,Ha,13950,
Algeria,31,Area Harvested,1998,Ha,13680,
Algeria,31,Area Harvested,1997,Ha,13770,
Algeria,31,Area Harvested,1996,Ha,13460,
Algeria,31,Area Harvested,1995,Ha,13040,
Algeria,31,Area Harvested,1994,Ha,13170,
Algeria,31,Area Harvested,1993,Ha,12560,
Algeria,31,Area Harvested,1992,Ha,12290,
Algeria,31,Area Harvested,1991,Ha,12012,
Algeria,31,Area Harvested,1990,Ha,14010,
Algeria,31,Area Harvested,1989,Ha,14300,F 
Algeria,31,Area Harvested,1988,Ha,10200,F 
Algeria,31,Area Harvested,1987,Ha,10500,F 
Algeria,31,Area Harvested,1986,Ha,9300,F 
Algeria,31,Area Harvested,1985,Ha,13000,F 
Algeria,31,Area Harvested,1984,Ha,12000,F 
Algeria,31,Area Harvested,1983,Ha,10000,F 
Algeria,31,Area Harvested,1982,Ha,11000,F 
Algeria,31,Area Harvested,1981,Ha,12000,F 
Algeria,31,Area Harvested,1980,Ha,7700,F 
Algeria,31,Area Harvested,1979,Ha,8700,F 
Algeria,31,Area Harvested,1978,Ha,7300,F 
Algeria,31,Area Harvested,1977,Ha,9200,F 
Algeria,31,Area Harvested,1976,Ha,6000,F 
Algeria,31,Area Harvested,1975,Ha,6500,F 
Algeria,31,Area Harvested,1974,Ha,4500,F 
Algeria,31,Area Harvested,1973,Ha,3600,F 
Algeria,31,Area Harvested,1972,Ha,4300,F 
Algeria,31,Area Harvested,1971,Ha,4300,F 
Algeria,31,Area Harvested,1970,Ha,4000,F 
Algeria,31,Area Harvested,1969,Ha,4000,F 
Algeria,31,Area Harvested,1968,Ha,3800,F 
Algeria,31,Area Harvested,1967,Ha,4500,F 
Algeria,31,Area Harvested,1966,Ha,3900,F 
Algeria,31,Area Harvested,1965,Ha,4000,F 
Algeria,31,Area Harvested,1964,Ha,4200,F 
Algeria,31,Area Harvested,1963,Ha,4000,F 
Algeria,31,Area Harvested,1962,Ha,4600,F 
Algeria,31,Area Harvested,1961,Ha,4200,F 
Algeria,41,Yield,2007,Hg/Ha,37457,Fc
Algeria,41,Yield,2006,Hg/Ha,61039,Fc
Algeria,41,Yield,2005,Hg/Ha,63394,Fc
Algeria,41,Yield,2004,Hg/Ha,45414,Fc
Algeria,41,Yield,2003,Hg/Ha,65198,Fc
Algeria,41,Yield,2002,Hg/Ha,50295,Fc
Algeria,41,Yield,2001,Hg/Ha,50054,Fc
Algeria,41,Yield,2000,Hg/Ha,42086,Fc
Algeria,41,Yield,1999,Hg/Ha,53146,Fc
Algeria,41,Yield,1998,Hg/Ha,42478,Fc
Algeria,41,Yield,1997,Hg/Ha,28939,Fc
Algeria,41,Yield,1996,Hg/Ha,59435,Fc
Algeria,41,Yield,1995,Hg/Ha,31620,Fc
Algeria,41,Yield,1994,Hg/Ha,32413,Fc
Algeria,41,Yield,1993,Hg/Ha,55085,Fc
Algeria,41,Yield,1992,Hg/Ha,33185,Fc
Algeria,41,Yield,1991,Hg/Ha,49336,Fc
Algeria,41,Yield,1990,Hg/Ha,24967,Fc
Algeria,41,Yield,1989,Hg/Ha,32115,Fc
Algeria,41,Yield,1988,Hg/Ha,31862,Fc
Algeria,41,Yield,1987,Hg/Ha,34695,Fc
Algeria,41,Yield,1986,Hg/Ha,39820,Fc
Algeria,41,Yield,1985,Hg/Ha,32621,Fc
Algeria,41,Yield,1984,Hg/Ha,45531,Fc
Algeria,41,Yield,1983,Hg/Ha,60519,Fc
Algeria,41,Yield,1982,Hg/Ha,36269,Fc
Algeria,41,Yield,1981,Hg/Ha,35343,Fc
Algeria,41,Yield,1980,Hg/Ha,30240,Fc
Algeria,41,Yield,1979,Hg/Ha,34703,Fc
Algeria,41,Yield,1978,Hg/Ha,29887,Fc
Algeria,41,Yield,1977,Hg/Ha,30007,Fc
Algeria,41,Yield,1976,Hg/Ha,34721,Fc
Algeria,41,Yield,1975,Hg/Ha,34976,Fc
Algeria,41,Yield,1974,Hg/Ha,29540,Fc
Algeria,41,Yield,1973,Hg/Ha,30252,Fc
Algeria,41,Yield,1972,Hg/Ha,29972,Fc
Algeria,41,Yield,1971,Hg/Ha,35113,Fc
Algeria,41,Yield,1970,Hg/Ha,35500,Fc
Algeria,41,Yield,1969,Hg/Ha,31190,Fc
Algeria,41,Yield,1968,Hg/Ha,30218,Fc
Algeria,41,Yield,1967,Hg/Ha,29100,Fc
Algeria,41,Yield,1966,Hg/Ha,29810,Fc
Algeria,41,Yield,1965,Hg/Ha,34272,Fc
Algeria,41,Yield,1964,Hg/Ha,35476,Fc
Algeria,41,Yield,1963,Hg/Ha,30000,Fc
Algeria,41,Yield,1962,Hg/Ha,30000,Fc
Algeria,41,Yield,1961,Hg/Ha,30285,Fc
Algeria,51,Production Quantity,2007,tonnes,116438,
Algeria,51,Production Quantity,2006,tonnes,167017,
Algeria,51,Production Quantity,2005,tonnes,145097,
Algeria,51,Production Quantity,2004,tonnes,87991,
Algeria,51,Production Quantity,2003,tonnes,106469,
Algeria,51,Production Quantity,2002,tonnes,73733,
Algeria,51,Production Quantity,2001,tonnes,67724,
Algeria,51,Production Quantity,2000,tonnes,56354,
Algeria,51,Production Quantity,1999,tonnes,74140,
Algeria,51,Production Quantity,1998,tonnes,58110,
Algeria,51,Production Quantity,1997,tonnes,39850,
Algeria,51,Production Quantity,1996,tonnes,80000,
Algeria,51,Production Quantity,1995,tonnes,41233,
Algeria,51,Production Quantity,1994,tonnes,42689,
Algeria,51,Production Quantity,1993,tonnes,69187,
Algeria,51,Production Quantity,1992,tonnes,40785,
Algeria,51,Production Quantity,1991,tonnes,59263,
Algeria,51,Production Quantity,1990,tonnes,34979,
Algeria,51,Production Quantity,1989,tonnes,45925,
Algeria,51,Production Quantity,1988,tonnes,32500,
Algeria,51,Production Quantity,1987,tonnes,36430,
Algeria,51,Production Quantity,1986,tonnes,37033,
Algeria,51,Production Quantity,1985,tonnes,42408,
Algeria,51,Production Quantity,1984,tonnes,54638,
Algeria,51,Production Quantity,1983,tonnes,60519,
Algeria,51,Production Quantity,1982,tonnes,39896,
Algeria,51,Production Quantity,1981,tonnes,42412,
Algeria,51,Production Quantity,1980,tonnes,23285,
Algeria,51,Production Quantity,1979,tonnes,30192,
Algeria,51,Production Quantity,1978,tonnes,21818,
Algeria,51,Production Quantity,1977,tonnes,27607,
Algeria,51,Production Quantity,1976,tonnes,20833,
Algeria,51,Production Quantity,1975,tonnes,22735,
Algeria,51,Production Quantity,1974,tonnes,13293,
Algeria,51,Production Quantity,1973,tonnes,10891,
Algeria,51,Production Quantity,1972,tonnes,12888,
Algeria,51,Production Quantity,1971,tonnes,15099,
Algeria,51,Production Quantity,1970,tonnes,14200,
Algeria,51,Production Quantity,1969,tonnes,12476,
Algeria,51,Production Quantity,1968,tonnes,11483,
Algeria,51,Production Quantity,1967,tonnes,13095,
Algeria,51,Production Quantity,1966,tonnes,11626,
Algeria,51,Production Quantity,1965,tonnes,13709,
Algeria,51,Production Quantity,1964,tonnes,14900,
Algeria,51,Production Quantity,1963,tonnes,12000,
Algeria,51,Production Quantity,1962,tonnes,13800,
Algeria,51,Production Quantity,1961,tonnes,12720,
Argentina,31,Area Harvested,2007,Ha,2400,F 
Argentina,31,Area Harvested,2006,Ha,2300,F 
Argentina,31,Area Harvested,2005,Ha,2200,F 
Argentina,31,Area Harvested,2004,Ha,2200,F 
Argentina,31,Area Harvested,2003,Ha,2200,F 
Argentina,31,Area Harvested,2002,Ha,2200,F 
Argentina,31,Area Harvested,2001,Ha,2150,F 
Argentina,31,Area Harvested,2000,Ha,2200,F 
Argentina,31,Area Harvested,1999,Ha,3000,F 
Argentina,31,Area Harvested,1998,Ha,3000,F 
Argentina,31,Area Harvested,1997,Ha,3000,F 
Argentina,31,Area Harvested,1996,Ha,3000,F 
Argentina,31,Area Harvested,1995,Ha,3900,
Argentina,31,Area Harvested,1994,Ha,3900,
Argentina,31,Area Harvested,1993,Ha,3700,
Argentina,31,Area Harvested,1992,Ha,3600,
Argentina,31,Area Harvested,1991,Ha,3500,
Argentina,31,Area Harvested,1990,Ha,3450,
Argentina,31,Area Harvested,1989,Ha,3460,
Argentina,31,Area Harvested,1988,Ha,3435,
Argentina,31,Area Harvested,1987,Ha,3840,
Argentina,31,Area Harvested,1986,Ha,4250,
Argentina,31,Area Harvested,1985,Ha,4250,
Argentina,31,Area Harvested,1984,Ha,4290,
Argentina,31,Area Harvested,1983,Ha,4270,
Argentina,31,Area Harvested,1982,Ha,4200,
Argentina,31,Area Harvested,1981,Ha,4398,
Argentina,31,Area Harvested,1980,Ha,4350,
Argentina,31,Area Harvested,1979,Ha,0,NR
Argentina,31,Area Harvested,1978,Ha,0,NR
Argentina,31,Area Harvested,1977,Ha,0,NR
Argentina,31,Area Harvested,1976,Ha,0,NR
Argentina,31,Area Harvested,1975,Ha,0,NR
Argentina,31,Area Harvested,1974,Ha,0,NR
Argentina,31,Area Harvested,1973,Ha,0,NR
Argentina,31,Area Harvested,1972,Ha,0,NR
Argentina,31,Area Harvested,1971,Ha,0,NR
Argentina,31,Area Harvested,1970,Ha,0,NR
Argentina,31,Area Harvested,1969,Ha,0,NR
Argentina,31,Area Harvested,1968,Ha,0,NR
Argentina,31,Area Harvested,1967,Ha,0,NR
Argentina,31,Area Harvested,1966,Ha,0,NR
Argentina,31,Area Harvested,1965,Ha,0,NR
Argentina,31,Area Harvested,1964,Ha,0,NR
Argentina,31,Area Harvested,1963,Ha,0,NR
Argentina,31,Area Harvested,1962,Ha,0,NR
Argentina,31,Area Harvested,1961,Ha,0,NR
Argentina,41,Yield,2007,Hg/Ha,106250,Fc
Argentina,41,Yield,2006,Hg/Ha,109565,Fc
Argentina,41,Yield,2005,Hg/Ha,113636,Fc
Argentina,41,Yield,2004,Hg/Ha,113636,Fc
Argentina,41,Yield,2003,Hg/Ha,113636,Fc
Argentina,41,Yield,2002,Hg/Ha,113636,Fc
Argentina,41,Yield,2001,Hg/Ha,114827,Fc
Argentina,41,Yield,2000,Hg/Ha,110340,Fc
Argentina,41,Yield,1999,Hg/Ha,93333,Fc
Argentina,41,Yield,1998,Hg/Ha,93466,Fc
Argentina,41,Yield,1997,Hg/Ha,90766,Fc
Argentina,41,Yield,1996,Hg/Ha,61666,Fc
Argentina,41,Yield,1995,Hg/Ha,56923,Fc
Argentina,41,Yield,1994,Hg/Ha,58974,Fc
Argentina,41,Yield,1993,Hg/Ha,58918,Fc
Argentina,41,Yield,1992,Hg/Ha,62500,Fc
Argentina,41,Yield,1991,Hg/Ha,54000,Fc
Argentina,41,Yield,1990,Hg/Ha,55362,Fc
Argentina,41,Yield,1989,Hg/Ha,47832,Fc
Argentina,41,Yield,1988,Hg/Ha,66957,Fc
Argentina,41,Yield,1987,Hg/Ha,30078,Fc
Argentina,41,Yield,1986,Hg/Ha,28423,Fc
Argentina,41,Yield,1985,Hg/Ha,60941,Fc
Argentina,41,Yield,1984,Hg/Ha,66666,Fc
Argentina,41,Yield,1983,Hg/Ha,60421,Fc
Argentina,41,Yield,1982,Hg/Ha,45476,Fc
Argentina,41,Yield,1981,Hg/Ha,24329,Fc
Argentina,41,Yield,1980,Hg/Ha,48275,Fc
Argentina,41,Yield,1979,Hg/Ha,0,NR
Argentina,41,Yield,1978,Hg/Ha,0,NR
Argentina,41,Yield,1977,Hg/Ha,0,NR
Argentina,41,Yield,1976,Hg/Ha,0,NR
Argentina,41,Yield,1975,Hg/Ha,0,NR
Argentina,41,Yield,1974,Hg/Ha,0,NR
Argentina,41,Yield,1973,Hg/Ha,0,NR
Argentina,41,Yield,1972,Hg/Ha,0,NR
